"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",-0.179015404907694,0.360445642745435,0.0511323821495771,0.0408208825385317,0.180237841374523,0.812380170191858,0.685130563844044,-0.154613487086274,0.175151981448769,-0.97167057229877
"2",0.0439828467219511,0.157433570374657,0.132901499141037,-0.0978022171758801,0.159761041748436,0.108960013771771,-0.00545703551684274,0.332077288044415,0.0982475055205539,0.0698954873699019
"3",0.143278355108365,0.200163948199296,0.210978528236862,0.265951437695485,0.138810528479543,-0.0120691675955916,-0.620901235594517,1.01606249838086,-0.00702342336022118,-0.335251469550083
"4",0.0026212335690447,0.537737560209049,0.105775734569253,0.345782850594881,-0.0237123748720536,-0.0668282199224243,-0.411919364026713,0.662749532855258,-0.125839958592492,-0.0263669943838022
"5",-0.177109145028167,0.411537579531796,0.231424038232605,-0.236518969394218,0.123637970926329,0.340932549866208,-0.0503738266441535,0.345477021085818,0.0919566983901082,-0.0809639169663263
"6",0.307221900979266,-0.283074442424051,0.344172598205578,0.17815454492397,0.126567363364577,-0.145770867932323,2.85193297904051,-2.45233692239016,-0.130252794379978,0.20338564061261
"7",-0.049776087116801,0.376024789862294,0.255327365254668,-0.0605185926721444,0.0666848145287296,0.363216785697743,1.17147704395758,-1.38396473140894,0.137956830767214,0.12357178112966
"8",0.0607163420762238,0.05286984076757,0.126982934488219,0.0860375542977968,0.159678154495228,0.0841640824447373,0.208907208637705,0.0144792961602286,0.0895940213134612,0.116570565318831
"9",0.193752575372613,0.813273062144905,0.148634315209301,-0.0729887881973647,-0.00844233427982923,-0.16715586586489,0.0576459964005217,0.107799810236087,-0.252808253070653,0.180289482049309
"10",-0.269875663710143,-0.38911755907441,-0.359968412564035,0.396937479274757,0.305833872099387,1.83819782779147,0.573275327069345,-0.467131105306849,1.79723239004457,-2.4253841556241
"11",-0.969435466788085,0.0845200815289494,-0.225836473170643,2.41119649782888,0.550383953154843,0.424006261977355,-3.60582355631661,1.98705061806647,0.0321156274721502,0.311822456246697
"12",0.223291002729318,0.538637257136748,0.118408632412374,0.284671239966554,0.0398855051038421,-0.248051583675269,-1.06274952869533,0.786554694143812,-0.0569337642255063,0.376286545103457
"13",-0.283610496794627,0.559939483971034,0.191185645261056,-0.0654380833599197,0.0374401646736152,0.355973773569378,1.21623966187765,-1.15767850945668,0.346375450048782,-0.200427089790281
"14",0.060158475043473,0.0285060954386087,0.125489563303225,0.08706563815368,0.170912798706938,0.090736549221818,0.134820814762824,0.0804262973257835,0.102153018737528,0.119730749306123
"15",0.19701419622743,1.00209497242772,-0.166664207745226,0.59872066164459,-0.0266967928268916,-0.617685622174431,0.0980461513304895,-0.448046958636992,0.239231601923048,0.123985997830261
"16",0.108957218765102,0.187298853437774,0.0825367341854528,-0.147848979035262,-0.0252146416759808,-0.0990582788606559,-0.708263279901905,2.11313127876089,-0.0426788042139135,-0.468860101461506
"17",0.112892339266493,0.25590134248793,0.0839268529053675,-0.184197219899812,0.183772909774039,-0.173269406030149,-0.860279893760872,1.42761670585909,0.0152446569849281,0.138391712412986
"18",0.0664431975445744,0.149319837119653,0.139462447425854,-0.0727715216387246,0.17443917386275,0.160387005763484,0.183009958615781,-0.136993695510048,0.0775224743561388,0.259181122460538
"19",-0.206892680685062,0.840267483930107,-0.320557400592152,0.581514754567884,0.0664376850923716,0.327481401849411,-1.36817305591952,0.730616296349891,-0.218724377428628,0.568029892835701
"20",0.109089793192665,-0.0748218967525248,0.117381834571398,-0.0691982014209334,0.146527417769693,0.187898011368033,0.710055485129167,-0.293529639394148,0.156793230535032,0.0098039650016181
"21",0.157696125823572,0.170169935500953,0.123398192638197,-0.0710456766588892,0.178319300666198,0.0325511110725513,1.25932353462032,-0.9669116897549,0.119913418895627,-0.00341425280363093
"22",-0.239019696453939,0.613405197693812,-0.104403258151525,0.604299347762944,0.243303371938186,0.727508206103281,-1.6334698297406,0.963054832656091,-0.0985537779970255,-0.0761243938112204
