"","V1","V2","V3","V4","V5"
"1",-0.49466662339073,0.896952466675943,-0.0867047818037457,0.641752534646573,0.0426664038719587
"2",0.399960515461018,0.109501300560502,0.299239254461504,0.341173465478782,-0.149874535961806
"3",0.293113709330926,0.534805133150881,0.077980145875688,-0.0335293324761396,0.127630344118645
"4",0.103852434818937,0.809485827831814,-0.11681903079802,0.373583083308451,-0.170102315161182
"5",-0.0741998482264403,1.1702897514019,0.331928791879989,-0.788483758563993,0.360465063508545
"6",0.72282697002095,0.875769699749145,-0.180174984383385,-0.229499459181022,-0.188922226205688
"7",-0.541022068520201,1.71932752962168,0.563502028137114,-0.538356917034042,-0.203450572204548
"8",-0.267783208324753,0.53480884132879,0.0357789061598931,0.662308765064461,0.0348866957716096
"9",0.240136791980367,1.03750404256081,0.257368665707212,-0.499362156287393,-0.0356473439609997
"10",0.117641131114443,0.101470064986149,0.165231320383746,0.146966415044618,0.468691068471045
"11",0.725409556427681,-0.102733132852502,0.392181050988211,-0.138495432463544,0.123637957900154
"12",0.0939092731865043,0.249408389594972,0.208036237145359,-0.0125245532552188,0.461170653328383
"13",0.163460087956832,0.480547574942311,0.220029248011004,0.0426994054247577,0.093263683665095
"14",0.415424125953204,0.85944897758421,0.00446655340522385,-0.292548879665838,0.0132092227232005
"15",0.528758437789509,0.402293571539795,-0.426567672731284,0.905346976936955,-0.409831313534974
"16",0.324548273855863,0.601548250589602,-0.19198002795153,0.335808047624325,-0.0699245441182599
"17",-0.0469006321739928,-0.0087556502346537,0.0180693292060159,0.915661027929408,0.121925925273223
"18",0.0979958152356793,0.848198679983075,0.250047971343955,-0.328379460540786,0.132136993978077
"19",-0.270260802219067,1.274401291006,-0.489618501517464,0.00633783880795272,0.479140173922583
"20",0.214857905170268,0.419388438118908,0.156063881208222,0.012752394836685,0.196937380665917
"21",0.610212510925451,0.602337292552576,0.00306542662586252,-0.0530080718115965,-0.162607158292293
"22",0.102840421163078,-0.0633517026054907,0.151326139204872,0.297221678550807,0.511963463686734
"23",0.530487377828255,-0.106143081183426,-0.142373582001935,0.961654251155539,-0.243624965798433
"24",0.0348962015489579,0.770271539655371,-0.155952334013668,0.422626037471274,-0.0718414446619351
