"True","Estim","ParamBoot","Boot","FactorParamBoot","FactorBoot"
"1",-0.0147330349425405,-0.0125440059749885,-0.0125380726203421,-0.0129956715956816,-0.0113707479573573,-0.0124408809426705
"2",-0.0677775733629902,-0.0747018544737411,-0.0744471991652065,-0.0731788776339671,-0.0737555374344432,-0.0733857306554508
"3",-0.0287340099391305,-0.0186878530307372,-0.0191491074376084,-0.0187673222238887,-0.0184960128232705,-0.0189622422289821
"4",-0.00739900996954953,-0.000582477491642848,-0.00125403083009219,-0.000150337469648038,-0.000753422199257035,1.17284866413719e-05
"5",-0.0465393572308402,-0.0491413681944105,-0.0490682295237243,-0.0480553788030686,-0.0499602218911137,-0.0515300979114392
"6",0.0239466596162744,0.0236002490916121,0.023751705519368,0.0239704850872795,0.023749499968072,0.0237056318451716
"7",-0.0364521454659486,-0.0357740778113612,-0.0347760153596239,-0.0357986404213453,-0.0349124208529611,-0.0354397839784633
"8",-0.0338498302272827,-0.0323111789976819,-0.0331126496909005,-0.0322276990653011,-0.0321987488074023,-0.0326434820778153
"9",0.0159850626225654,0.00790811172151813,0.00917363614285081,0.00851690791852065,0.00805055564574681,0.0080952701054222
"10",0.0183460192686372,0.0254478718610183,0.0236110306053273,0.0258181800719904,0.0265594527068299,0.0249830375264248
"11",0.0301857263377668,0.0253458501805402,0.0267506916644636,0.0255358131970571,0.0248068183500867,0.025869837384829
"12",0.00274809401888086,0.000876973180095053,0.0010709303562636,0.000255447809431408,0.000996834646066136,0.000458480996988751
"13",0.0833575850951064,0.0762538533111827,0.078899152249474,0.0774527390960416,0.0767020427685756,0.0789390609577207
"14",-0.00709297484651609,-0.00664227978592185,-0.00777640632158823,-0.00758090377838551,-0.00730766003671025,-0.00790123071021235
"15",-0.000290859904433804,-0.0081075740302974,-0.00738419747837366,-0.00739497271345469,-0.00843476962008299,-0.00813539334195598
"16",0.0318317908196667,0.0345810538851481,0.0353858608760715,0.0373214502993462,0.0345921222361127,0.0347353903102395
"17",-0.00980292313592534,-0.00855634510518893,-0.00739577833375937,-0.00732480273746296,-0.00811660040885728,-0.00798698317182125
"18",-0.0237287820267571,-0.0342795179797123,-0.0335389218695481,-0.0333114626820573,-0.0329939925309996,-0.0333154458408491
"19",-0.0643123744695408,-0.0623638729540656,-0.0618165402684988,-0.0618185771387856,-0.0619477711274648,-0.0619591958005975
"20",0.0171818884779471,0.0198867393904017,0.0185784344093501,0.0186884147575644,0.0177594607399869,0.0187337623805878
"21",0.045472193949277,0.0453704598921845,0.0454898279596153,0.045405343934921,0.0454605420425144,0.0454318984780843
"22",-0.0458571256525958,-0.0483854678471114,-0.0477164434975051,-0.0448936994057226,-0.0468920751145993,-0.0459029220502893
"23",0.0589502207764402,0.0602612006967667,0.0599738347170418,0.0597755876933492,0.0591479253216617,0.0592967394019834
"24",-0.0230664138300612,-0.0242587640281102,-0.024101606919467,-0.0244125938788889,-0.024441118050038,-0.0242855807143756
"25",0.0141226809296664,0.00709752210954323,0.00828503056659785,0.00739212100277024,0.00813600878578044,0.00860255385800122
"26",0.0399117511078624,0.0391712007848232,0.0387784135543041,0.0399552664026312,0.0388701052989977,0.0381905398048178
"27",-0.0240345455542063,-0.01649259132851,-0.0167453794585692,-0.0167299623810106,-0.0150388479256243,-0.0160974386486951
"28",-0.00311871619328039,-0.00417699508466481,-0.00238073928281643,-0.00274438574723839,-0.00546463305318503,-0.00530645345645369
"29",-0.00165318413065332,0.000970098726958683,-0.000122384554095642,0.00272637311846437,0.00157401420072833,0.00218585355535863
"30",-0.027440763662673,-0.0303100252221474,-0.0293696073468196,-0.0299254982629108,-0.0296902414791895,-0.0297844253287571
"31",0.0111609977857389,0.0152899900286132,0.0154215444966904,0.0150525953735452,0.0150642730324388,0.0146542642582546
"32",-0.0187527583006799,-0.0241166756527512,-0.0246202238647415,-0.0241730722660503,-0.024671520006466,-0.0243992434385579
"33",0.060505546789195,0.0522060385816369,0.0509557525512213,0.0528207152255592,0.0509661680831454,0.0504590084811769
"34",-0.0516730310913542,-0.045977376600642,-0.0458600201791529,-0.0457033266156256,-0.0455469368616244,-0.044919054268585
"35",0.0055282831136285,0.0044490764059038,0.00458031566329902,0.00481628307122695,0.00450545964521857,0.00479934708241079
"36",-0.00175387314056525,-0.00411227619107131,-0.00339947434507235,-0.00590732090544808,-0.00385201569948694,-0.00466589948171714
"37",0.0213798301607019,0.0234242717312939,0.0231451009117981,0.0244747030995778,0.0236240914152257,0.0238346094515082
"38",0.045591692623959,0.046522832844376,0.0476413279742492,0.0449661953253371,0.0478358994576613,0.0472183380664102
"39",-0.0175165135066311,-0.0175542083517864,-0.0174337523223871,-0.0173780709284153,-0.0176590054562516,-0.0172126894736771
"40",0.0255901490709688,0.039118787993436,0.0397381211674931,0.0400766147968566,0.0399592757396572,0.038946002383058
"41",-0.000800439817987677,0.00129898046399384,0.0014699763318551,0.00217151100855324,0.00184153764593689,0.00160925706198751
"42",-0.000109533450476101,-0.00621021859967962,-0.00532505090120359,-0.00367856837335064,-0.00609732343554258,-0.00503033969876157
"43",-0.0686882385258996,-0.0705840769275541,-0.0695667458657806,-0.0702589098298621,-0.0710431100240939,-0.0696596444639748
"44",0.0160668578250633,0.0258848580165832,0.0243962456484677,0.0245792450760138,0.0247000818758043,0.025305128358804
"45",7.76768093955354e-05,-0.00341932457500011,-0.00303466461057017,-0.00280450465103285,-0.00461505535837636,-0.00331140967686089
"46",0.0133119991458167,0.0278963873137617,0.0277498429382413,0.0252331270294869,0.024680622687001,0.0263975008794329
"47",0.00717979812710349,0.00618138037933804,0.00591986231081546,0.00524294454363027,0.00553796975991289,0.00653748723578976
"48",0.0159200828386202,0.0125463188237209,0.0119650444428851,0.0123909297528765,0.0126071896691268,0.0123337264571945
"49",0.0165805908492763,0.00885155513169833,0.00931952987165409,0.00728078890415295,0.00754743979658759,0.00809772405439711
"50",-0.00858872791941532,-0.00426935541419629,-0.0039630433202882,-0.00346026766902551,-0.00390470090951598,-0.00394368322448009
"51",-0.00498374237762646,-0.00498374237762645,-0.00492851118553872,-0.00500907436659726,-0.00504797517393176,-0.00504188764781707
"52",0.000802803412569943,0.00267198119737951,0.00246377669363801,0.00250629005362687,0.00237636566432831,0.00309860316497708
"53",-0.00619586704887747,-0.00721881146791615,-0.00634167956188354,-0.00796860306650126,-0.00697884315823434,-0.00904139583594047
"54",-0.026767961665729,-0.0381576899378329,-0.0391300235701081,-0.0383393934310896,-0.0380154361628857,-0.0379010774714587
"55",0.0148603032251724,0.0116735961819977,0.0107359680798367,0.0115731784574967,0.0110749806931239,0.0117256723527336
"56",-0.00752072360522215,0.0297743181456786,0.0301006373260356,0.0313404944985623,0.028944360524087,0.0304466856844565
"57",-0.00345815068291415,-0.00522003874230427,-0.00638772752621175,-0.00616356459909285,-0.00651114085783557,-0.00821210911180914
