"","V1","V2","V3","V4","V5"
"1",1.49124676178868e-17,0.569555890727023,7.7597190868001e-19,0.386313931183775,0.0441301780892019
"2",0.320741594235891,0.0179098926075471,0.247007897007479,0.414340616149083,2.84423155599319e-18
"3",0.258141485624853,0.492014336696748,0.082489451703314,0.0389961584585965,0.128358567516488
"4",0.045744501428537,0.629129683084773,0.000306153191474937,0.324819662295215,4.15191263170509e-18
"5",0.115577270194635,0.246508037509446,0.261679630969258,6.66133814775094e-18,0.376235061326661
"6",0.632823188129308,0.347925786556818,2.42861286636753e-19,0.0192510253138741,5.7838094532721e-18
"7",0.000230374527053596,0.618386789290368,0.259562553532024,3.96595781117137e-18,0.121820282650554
"8",0.00131840591213326,0.50217025194537,0.139502386034893,0.352601913321395,0.0044070427862085
"9",0.00760224682452278,0.802321589483603,0.190076163691874,6.29709148179872e-17,1.1125572503261e-18
"10",0.110377675391274,0.108543282485853,0.160854078304262,0.15704911821047,0.463175845608141
"11",0.524377079233784,0.0134135726714885,0.297697694067479,0.000185523834715999,0.164326130192533
"12",0.0963554288164696,0.229427350319087,0.207807261793107,0.00587255947993821,0.460537399591398
"13",0.156105229140551,0.481008391166581,0.21016550168564,0.0586767721748326,0.0940441058323955
"14",0.365331654739406,0.587248322067557,0.0229183071569012,0.000507327862349554,0.0239943881737869
"15",0.268510787572417,0.728006273791398,0.0013770151794286,0.00210592345675617,4.38305385553551e-18
"16",0.281111334002421,0.503892826881956,4.16764058175029e-18,0.207226523825782,0.00776931528984056
"17",0.00119543675249718,0.0535588893872536,0.0108873791420427,0.805274983875125,0.129083310843082
"18",0.213033695914035,0.548227573288259,0.230154713348534,1.24832984911477e-18,0.00858401744917169
"19",0.00127372068496732,0.432896068239928,1.77262689346768e-17,0.420121007691197,0.145709203383908
"20",0.210784066557675,0.413018529510731,0.151783128387331,0.028159727832576,0.196254547711686
"21",0.000814968435643858,0.928825253916146,0.0700772547219049,0.000282522926305645,5.8291582099388e-18
"22",0.0855334589888373,0.028328608763122,0.161630908913215,0.227903695672475,0.49660332766235
"23",0.410084125069951,0.0507931931355097,2.75860668962385e-18,0.539122681794539,1.71309764370421e-17
"24",0.0940291944816747,0.634795686926759,5.24555713824758e-18,0.271175118591566,3.3662480465983e-18
